run_ts,ticker,score_base,score_final,delta_K,dt_K,Et,Et0,kappa,dt_ref,dt_window,sens_mode,why
1757829799,AAPL,0.5783159080785606,0.5783159080785606,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,MSFT,0.47630339021618456,0.47630339021618456,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,NVDA,0.4265081897428185,0.4265081897428185,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,AMZN,0.3984030039837669,0.3984030039837669,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,META,0.5518891159259152,0.5518891159259152,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,GOOGL,0.4058977463256882,0.4058977463256882,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,TSLA,0.4736009446590575,0.4736009446590575,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,AMD,0.5165750949168167,0.5165750949168167,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,NFLX,0.4344237157241187,0.4344237157241187,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,AVGO,0.6170973601196263,0.6170973601196263,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,JPM,0.4348830535259576,0.4348830535259576,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,BAC,0.5303525368628342,0.5303525368628342,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,XOM,0.5800914689055549,0.5800914689055549,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,CVX,0.4914769139207434,0.4914769139207434,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,PFE,0.45159505821626716,0.45159505821626716,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,MRK,0.4593846792731493,0.4593846792731493,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,UNH,0.5027033682824,0.5027033682824,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,HD,0.5632743335910159,0.5632743335910159,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,KO,0.2698971663300512,0.2698971663300512,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,PEP,0.42009081223302985,0.42009081223302985,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,NKE,0.34789624568770144,0.34789624568770144,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,DIS,0.5352900381581864,0.5352900381581864,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,V,0.3666971235069946,0.3666971235069946,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,MA,0.5076973724197383,0.5076973724197383,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,CSCO,0.43392824150595255,0.43392824150595255,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,ORCL,0.7192502723367055,0.7192502723367055,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,CRM,0.500215259454874,0.500215259454874,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,INTC,0.39099774277427984,0.39099774277427984,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,AMAT,0.5099081060220332,0.5099081060220332,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,ADBE,0.8393480354999495,0.8393480354999495,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,QCOM,0.5288604709926984,0.5288604709926984,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,TXN,0.217773188413096,0.217773188413096,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,IBM,0.5164658721765479,0.5164658721765479,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,MU,0.4122342899907979,0.4122342899907979,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,SHOP,0.5884477511808054,0.5884477511808054,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,PLTR,0.32181657010316184,0.32181657010316184,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,UBER,0.568484230647739,0.568484230647739,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,ABNB,0.3183033067413738,0.3183033067413738,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,PYPL,0.4259716121799784,0.4259716121799784,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,BABA,0.5794283775422102,0.5794283775422102,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,T,0.6083033107335236,0.6083033107335236,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,VZ,0.6544583013705263,0.6544583013705263,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,SPY,0.480516932298149,0.480516932298149,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,QQQ,0.338081275679541,0.338081275679541,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,IWM,0.6057108212989065,0.6057108212989065,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,LCID,0.464650735745106,0.464650735745106,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,RIVN,0.4385173796283238,0.4385173796283238,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,SOFI,0.45664219939858836,0.45664219939858836,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,F,0.6735598642010256,0.6735598642010256,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829799,GM,0.7596976257247668,0.7596976257247668,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AAPL,0.5783159080785606,0.5783159080785606,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,MSFT,0.47630339021618456,0.47630339021618456,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,NVDA,0.4265081897428185,0.4265081897428185,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AMZN,0.3984030039837669,0.3984030039837669,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,META,0.5518891159259152,0.5518891159259152,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,GOOGL,0.4058977463256882,0.4058977463256882,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,TSLA,0.4736009446590575,0.4736009446590575,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AMD,0.5165750949168167,0.5165750949168167,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,NFLX,0.4344237157241187,0.4344237157241187,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AVGO,0.6170973601196263,0.6170973601196263,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,JPM,0.4348830535259576,0.4348830535259576,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,BAC,0.5303525368628342,0.5303525368628342,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,XOM,0.5800914689055549,0.5800914689055549,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,CVX,0.4914769139207434,0.4914769139207434,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,PFE,0.45159505821626716,0.45159505821626716,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,MRK,0.4593846792731493,0.4593846792731493,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,UNH,0.5027033682824,0.5027033682824,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,HD,0.5632743335910159,0.5632743335910159,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,KO,0.2698971663300512,0.2698971663300512,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,PEP,0.42009081223302985,0.42009081223302985,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,NKE,0.34789624568770144,0.34789624568770144,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,DIS,0.5352900381581864,0.5352900381581864,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,V,0.3666971235069946,0.3666971235069946,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,MA,0.5076973724197383,0.5076973724197383,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,CSCO,0.43392824150595255,0.43392824150595255,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,ORCL,0.7192502723367055,0.7192502723367055,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,CRM,0.500215259454874,0.500215259454874,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,INTC,0.39099774277427984,0.39099774277427984,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AMAT,0.5099081060220332,0.5099081060220332,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,ADBE,0.8393480354999495,0.8393480354999495,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,QCOM,0.5288604709926984,0.5288604709926984,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,TXN,0.217773188413096,0.217773188413096,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,IBM,0.5164658721765479,0.5164658721765479,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,MU,0.4122342899907979,0.4122342899907979,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,SHOP,0.5884477511808054,0.5884477511808054,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,PLTR,0.32181657010316184,0.32181657010316184,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,UBER,0.568484230647739,0.568484230647739,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,ABNB,0.3183033067413738,0.3183033067413738,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,PYPL,0.4259716121799784,0.4259716121799784,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,BABA,0.5794283775422102,0.5794283775422102,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,T,0.6083033107335236,0.6083033107335236,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,VZ,0.6544583013705263,0.6544583013705263,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,SPY,0.480516932298149,0.480516932298149,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,QQQ,0.338081275679541,0.338081275679541,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,IWM,0.6057108212989065,0.6057108212989065,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,LCID,0.464650735745106,0.464650735745106,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,RIVN,0.4385173796283238,0.4385173796283238,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,SOFI,0.45664219939858836,0.45664219939858836,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,F,0.6735598642010256,0.6735598642010256,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,GM,0.7596976257247668,0.7596976257247668,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AAPL,0.5783159080785606,0.5783159080785606,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,MSFT,0.47630339021618456,0.47630339021618456,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,NVDA,0.4265081897428185,0.4265081897428185,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AMZN,0.3984030039837669,0.3984030039837669,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,META,0.5518891159259152,0.5518891159259152,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,GOOGL,0.4058977463256882,0.4058977463256882,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,TSLA,0.4736009446590575,0.4736009446590575,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AMD,0.5165750949168167,0.5165750949168167,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,NFLX,0.4344237157241187,0.4344237157241187,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,AVGO,0.6170973601196263,0.6170973601196263,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
1757829835,JPM,0.4348830535259576,0.4348830535259576,0.0,0.0,,,0.0,1800.0,1800.0,Heuristic (fast),
