Ticker,Date,Open,High,Low,Close,Volume,ChangePct,RSI2,RSI4,ConnorsRSI,RelSPY,RVOL,ATR,PctFrom200d,SqueezeHint,P_up,CrowdRisk,HeuristicScore,AgentsScore,AgentsConf,RetailChaseRisk,FinalScore,Combined,Combined_base,AgentBoost_exact,Combined_with_agents
MA,2025-09-16 00:00:00-04:00,578.010009765625,588.1099853515625,577.1799926757812,586.4199829101562,1975600.0,0.5935159885907648,50.0,64.86482306758461,53.64666805802238,0.0008847020334572,0.8516416604339683,8.770002092633929,6.212098885732975,1,0.55,0.0,0.547329728134514,,,0.0,0.6294126013667908,35.541680229013934,35.541680229013934,0.0,35.541680229013934
DIS,2025-09-16 00:00:00-04:00,115.4499969482422,115.8499984741211,114.70999908447266,115.2300033569336,5326678.0,-0.6295237437931367,0.0,27.330520803025905,23.36094656345114,-0.0061103479409798,0.8494389783764924,1.9964288984026228,4.971323756115198,1,0.55,0.0,0.6221444275232487,,,0.0,0.6294126013667908,35.42767608812005,35.42767608812005,0.0,35.42767608812005
JPM,2025-09-16 00:00:00-04:00,310.0,310.885009765625,307.1347045898437,309.19000244140625,5962838.0,0.0938842831505804,50.0,50.0,48.333333333333336,0.0075151128212965,0.8392616329389878,5.112162998744419,17.83119066609693,1,0.55,0.0,0.5770106860434188,,,0.0,0.6294126013667908,35.36038378699272,35.36038378699272,0.0,35.36038378699272
UNH,2025-09-16 00:00:00-04:00,347.5,349.0357971191406,338.32000732421875,339.7799987792969,12640246.0,-2.331201105997893,0.0,33.05902928568686,4.333333333333333,-0.0046219845273126,0.822078635715254,10.0639888218471,-17.791338908972488,1,0.55,0.0,0.610184854607112,,,0.0,0.6294126013667908,34.89535286903195,34.89535286903195,-1.1412761721173246e-14,34.89535286903194
KO,2025-09-16 00:00:00-04:00,66.3499984741211,66.51000213623047,66.05500030517578,66.23999786376953,13009551.0,0.0453085330187175,3.614302785182474,1.8291945403288,47.80552612121298,-0.004808976960432,0.7631865612252161,0.8510704040527344,-2.422307483545738,1,0.55,0.0,0.6351194619156915,,,0.0,0.6294126013667908,33.71564145490001,33.71564145490001,0.0,33.71564145490001
AVGO,2025-09-16 00:00:00-04:00,365.4249877929688,365.6900024414063,356.989990234375,360.0,20223958.0,-1.1233476280669177,50.782219741316624,24.12111309170132,31.387905741596057,0.014397192710769,0.7449027088337922,15.770714896065847,52.708646144444685,1,0.55,0.0,0.6270877437745963,,,0.0,0.6294126013667908,33.542026103783535,33.542026103783535,0.0,33.542026103783535
NVDA,2025-09-16 00:00:00-04:00,176.9949951171875,177.5,174.3800048828125,174.8800048828125,136363238.0,-1.6146245385021074,0.0,17.379827503202705,10.035348705415648,0.004951608626186,0.7422553450177434,4.954775169601971,24.626346242240736,1,0.55,0.0,0.6349936551591405,,,0.0,0.6294126013667908,33.394622986616724,33.394622986616724,0.0,33.394622986616724
MRK,2025-09-16 00:00:00-04:00,81.01000213623047,81.47309875488281,80.53500366210938,81.08999633789062,8095937.0,,50.0,50.0,40.0,-0.0064209880509115,0.7283691187857597,0.0,0.0,1,0.55,0.0,0.5743747527341879,,,0.0,0.6294126013667908,33.00317249520607,33.00317249520607,0.0,33.00317249520607
BAC,2025-09-16 00:00:00-04:00,50.63999938964844,50.875,50.209999084472656,50.65999984741211,24508503.0,0.1383666626074031,50.0,80.4598709134278,42.33323160652069,0.0014835801048538,0.6838511261261271,0.8001500229060596,14.135608892842356,1,0.55,0.0,0.5137215299256682,,,0.0,0.6294126013667908,32.19185832357108,32.19185832357108,0.0,32.19185832357108
NKE,2025-09-16 00:00:00-04:00,72.80000305175781,73.375,72.08999633789062,72.75,6925499.0,-0.3424657534246589,0.0,31.60180594959327,16.273125593651375,-0.0037652581146678,0.6765620652196058,1.6331749709774346,4.55952011035583,1,0.55,0.0,0.6102146716617656,,,0.0,0.6294126013667908,31.993588723245438,31.993588723245438,0.0,31.993588723245438
AMD,2025-09-16 00:00:00-04:00,161.3699951171875,161.94000244140625,159.22000122070312,160.4600067138672,27069157.0,-0.4343490520823057,78.72345359509862,54.57263246027557,49.23049718817686,0.0060471151567833,0.6169698732126286,5.406430925641741,26.993378359544185,1,0.55,0.0,0.563375545998405,,,0.0,0.6294126013667908,30.899868615820402,30.899868615820402,0.0,30.899868615820402
