n1,n2,n3,n4,n5,s1,draw_date,lucky_ball,white1,white2,white3,white4,white5,special
,,,,,,2021-07-28,,7,28,21,17,20,26
,,,,,,2021-07-29,,7,29,21,2,4,9
,,,,,,2021-07-30,,7,30,21,6,41,44
,,,,,,2021-07-31,,7,31,21,7,26,29
,,,,,,2021-08-01,,8,1,21,7,30,32
,,,,,,2021-08-02,,8,2,21,4,5,24
,,,,,,2021-08-03,,8,3,21,10,15,18
,,,,,,2021-08-04,,8,4,21,1,25,30
,,,,,,2021-08-05,,8,5,21,5,15,36
,,,,,,2021-08-06,,8,6,21,1,4,6
,,,,,,2021-08-07,,8,7,21,2,35,41
,,,,,,2021-08-08,,8,8,21,1,14,23
,,,,,,2021-08-09,,8,9,21,2,4,19
,,,,,,2021-08-10,,8,10,21,15,22,34
,,,,,,2021-08-11,,8,11,21,1,17,21
,,,,,,2021-08-12,,8,12,21,1,9,19
,,,,,,2021-08-13,,8,13,21,6,10,16
,,,,,,2021-08-14,,8,14,21,28,34,39
,,,,,,2021-08-15,,8,15,21,16,23,26
,,,,,,2021-08-16,,8,16,21,3,13,39
,,,,,,2021-08-17,,8,17,21,2,10,25
,,,,,,2021-08-18,,8,18,21,18,21,22
,,,,,,2021-08-19,,8,19,21,11,12,16
,,,,,,2021-08-20,,8,20,21,8,24,36
,,,,,,2021-08-21,,8,21,21,1,10,23
,,,,,,2021-08-22,,8,22,21,5,8,15
,,,,,,2021-08-23,,8,23,21,4,6,24
,,,,,,2021-08-24,,8,24,21,4,10,13
,,,,,,2021-08-25,,8,25,21,9,24,33
,,,,,,2021-08-26,,8,26,21,9,12,31
,,,,,,2021-08-27,,8,27,21,4,8,17
,,,,,,2021-08-28,,8,28,21,2,6,8
,,,,,,2021-08-29,,8,29,21,4,19,30
,,,,,,2021-08-30,,8,30,21,13,22,28
,,,,,,2021-08-31,,8,31,21,6,15,27
,,,,,,2021-09-01,,9,1,21,7,21,23
,,,,,,2021-09-02,,9,2,21,6,21,22
,,,,,,2021-09-03,,9,3,21,7,16,28
,,,,,,2021-09-04,,9,4,21,20,22,23
,,,,,,2021-09-05,,9,5,21,4,21,23
,,,,,,2021-09-06,,9,6,21,3,6,18
,,,,,,2021-09-07,,9,7,21,8,14,16
,,,,,,2021-09-08,,9,8,21,2,5,15
,,,,,,2021-09-09,,9,9,21,1,2,4
,,,,,,2021-09-10,,9,10,21,1,6,19
,,,,,,2021-09-11,,9,11,21,4,5,22
,,,,,,2021-09-12,,9,12,21,1,3,11
,,,,,,2021-09-13,,9,13,21,5,7,22
,,,,,,2021-09-14,,9,14,21,17,22,24
,,,,,,2021-09-15,,9,15,21,21,22,32
,,,,,,2021-09-16,,9,16,21,1,18,19
,,,,,,2021-09-17,,9,17,21,8,12,35
,,,,,,2021-09-18,,9,18,21,4,10,26
,,,,,,2021-09-19,,9,19,21,3,4,31
,,,,,,2021-09-20,,9,20,21,22,35,38
,,,,,,2021-09-21,,9,21,21,1,5,37
,,,,,,2021-09-22,,9,22,21,11,34,38
,,,,,,2021-09-23,,9,23,21,13,27,32
,,,,,,2021-09-24,,9,24,21,7,18,20
,,,,,,2021-09-25,,9,25,21,6,16,24
,,,,,,2021-09-26,,9,26,21,7,23,28
,,,,,,2021-09-27,,9,27,21,1,13,17
,,,,,,2021-09-28,,9,28,21,2,17,23
,,,,,,2021-09-29,,9,29,21,9,26,40
,,,,,,2021-09-30,,9,30,21,12,23,32
,,,,,,2021-10-01,,10,1,21,2,15,38
,,,,,,2021-10-02,,10,2,21,1,12,24
,,,,,,2021-10-03,,10,3,21,15,35,36
,,,,,,2021-10-04,,10,4,21,2,3,29
,,,,,,2021-10-05,,10,5,21,18,20,33
,,,,,,2021-10-06,,10,6,21,8,14,23
,,,,,,2021-10-07,,10,7,21,2,7,21
,,,,,,2021-10-08,,10,8,21,6,22,24
,,,,,,2021-10-09,,10,9,21,12,27,28
,,,,,,2021-10-10,,10,10,21,7,23,27
,,,,,,2021-10-11,,10,11,21,4,17,20
,,,,,,2021-10-12,,10,12,21,1,6,8
,,,,,,2021-10-13,,10,13,21,13,16,18
,,,,,,2021-10-14,,10,14,21,20,28,32
,,,,,,2021-10-15,,10,15,21,5,15,21
,,,,,,2021-10-16,,10,16,21,20,33,38
,,,,,,2021-10-17,,10,17,21,5,11,24
,,,,,,2021-10-18,,10,18,21,9,17,18
,,,,,,2021-10-19,,10,19,21,1,8,22
,,,,,,2021-10-20,,10,20,21,6,20,21
,,,,,,2021-10-21,,10,21,21,6,13,17
,,,,,,2021-10-22,,10,22,21,1,3,14
,,,,,,2021-10-23,,10,23,21,5,12,19
,,,,,,2021-10-24,,10,24,21,3,20,21
,,,,,,2021-10-25,,10,25,21,13,25,27
,,,,,,2021-10-26,,10,26,21,9,11,15
,,,,,,2021-10-27,,10,27,21,14,23,39
,,,,,,2021-10-28,,10,28,21,21,23,24
,,,,,,2021-10-29,,10,29,21,1,14,24
,,,,,,2021-10-30,,10,30,21,5,19,22
,,,,,,2021-10-31,,10,31,21,5,7,11
,,,,,,2021-11-01,,11,1,21,4,27,28
,,,,,,2021-11-02,,11,2,21,8,19,26
,,,,,,2021-11-03,,11,3,21,7,19,25
,,,,,,2021-11-04,,11,4,21,6,9,12
,,,,,,2021-11-05,,11,5,21,1,2,11
,,,,,,2021-11-06,,11,6,21,23,24,27
,,,,,,2021-11-07,,11,7,21,15,18,24
,,,,,,2021-11-08,,11,8,21,23,24,33
,,,,,,2021-11-09,,11,9,21,5,9,10
,,,,,,2021-11-10,,11,10,21,7,8,20
,,,,,,2021-11-11,,11,11,21,21,27,34
,,,,,,2021-11-12,,11,12,21,7,15,21
,,,,,,2021-11-13,,11,13,21,1,29,33
,,,,,,2021-11-14,,11,14,21,1,8,21
,,,,,,2021-11-15,,11,15,21,5,12,14
,,,,,,2021-11-16,,11,16,21,1,12,23
,,,,,,2021-11-17,,11,17,21,7,11,24
,,,,,,2021-11-18,,11,18,21,10,32,36
,,,,,,2021-11-19,,11,19,21,3,4,9
,,,,,,2021-11-20,,11,20,21,12,22,24
,,,,,,2021-11-21,,11,21,21,3,11,17
,,,,,,2021-11-22,,11,22,21,5,7,8
,,,,,,2021-11-23,,11,23,21,6,11,14
,,,,,,2021-11-24,,11,24,21,5,6,9
,,,,,,2021-11-25,,11,25,21,10,12,14
,,,,,,2021-11-26,,11,26,21,1,13,20
,,,,,,2021-11-27,,11,27,21,2,6,7
,,,,,,2021-11-28,,11,28,21,9,14,24
,,,,,,2021-11-29,,11,29,21,16,17,22
,,,,,,2021-11-30,,11,30,21,9,25,29
,,,,,,2021-12-01,,12,1,21,4,6,32
,,,,,,2021-12-02,,12,2,21,8,23,29
,,,,,,2021-12-03,,12,3,21,3,12,14
,,,,,,2021-12-04,,12,4,21,9,18,23
,,,,,,2021-12-05,,12,5,21,7,14,18
,,,,,,2021-12-06,,12,6,21,1,8,11
,,,,,,2021-12-07,,12,7,21,24,31,41
,,,,,,2021-12-08,,12,8,21,5,20,24
,,,,,,2021-12-09,,12,9,21,8,21,23
,,,,,,2021-12-10,,12,10,21,23,29,35
,,,,,,2021-12-11,,12,11,21,8,9,16
,,,,,,2021-12-12,,12,12,21,7,21,35
,,,,,,2021-12-13,,12,13,21,3,9,20
,,,,,,2021-12-14,,12,14,21,10,23,24
,,,,,,2021-12-15,,12,15,21,10,23,26
,,,,,,2021-12-16,,12,16,21,8,10,17
,,,,,,2021-12-17,,12,17,21,6,7,25
,,,,,,2021-12-18,,12,18,21,4,7,27
,,,,,,2021-12-19,,12,19,21,9,16,42
,,,,,,2021-12-20,,12,20,21,17,21,31
,,,,,,2021-12-21,,12,21,21,2,10,18
,,,,,,2021-12-22,,12,22,21,4,29,32
,,,,,,2021-12-23,,12,23,21,18,20,22
,,,,,,2021-12-24,,12,24,21,2,9,22
,,,,,,2021-12-25,,12,25,21,2,5,7
,,,,,,2021-12-26,,12,26,21,4,16,27
,,,,,,2021-12-27,,12,27,21,12,14,28
,,,,,,2021-12-28,,12,28,21,4,6,14
,,,,,,2021-12-29,,12,29,21,9,19,21
,,,,,,2021-12-30,,12,30,21,7,15,19
,,,,,,2021-12-31,,12,31,21,19,36,37
,,,,,,2022-01-01,,1,1,22,10,13,19
,,,,,,2022-01-02,,1,2,22,3,5,12
,,,,,,2022-01-03,,1,3,22,7,12,19
,,,,,,2022-01-04,,1,4,22,7,8,13
,,,,,,2022-01-05,,1,5,22,5,8,22
,,,,,,2022-01-06,,1,6,22,8,10,12
,,,,,,2022-01-07,,1,7,22,5,9,22
,,,,,,2022-01-08,,1,8,22,10,32,44
,,,,,,2022-01-09,,1,9,22,3,10,28
,,,,,,2022-01-10,,1,10,22,7,14,32
,,,,,,2022-01-11,,1,11,22,2,5,8
,,,,,,2022-01-12,,1,12,22,3,27,29
,,,,,,2022-01-13,,1,13,22,3,10,24
,,,,,,2022-01-14,,1,14,22,2,12,14
,,,,,,2022-01-15,,1,15,22,2,9,25
,,,,,,2022-01-16,,1,16,22,5,10,18
,,,,,,2022-01-17,,1,17,22,9,29,33
,,,,,,2022-01-18,,1,18,22,4,31,36
,,,,,,2022-01-19,,1,19,22,17,20,24
,,,,,,2022-01-20,,1,20,22,4,25,27
,,,,,,2022-01-21,,1,21,22,4,23,25
,,,,,,2022-01-22,,1,22,22,9,15,17
,,,,,,2022-01-23,,1,23,22,7,20,34
,,,,,,2022-01-24,,1,24,22,9,22,25
,,,,,,2022-01-25,,1,25,22,19,30,32
,,,,,,2022-01-26,,1,26,22,10,11,15
,,,,,,2022-01-27,,1,27,22,16,23,27
,,,,,,2022-01-28,,1,28,22,11,21,27
,,,,,,2022-01-29,,1,29,22,3,28,31
,,,,,,2022-01-30,,1,30,22,4,11,23
,,,,,,2022-01-31,,1,31,22,3,27,28
,,,,,,2022-02-01,,2,1,22,4,10,20
,,,,,,2022-02-02,,2,2,22,3,5,11
,,,,,,2022-02-03,,2,3,22,6,14,16
,,,,,,2022-02-04,,2,4,22,19,20,22
,,,,,,2022-02-05,,2,5,22,4,18,25
,,,,,,2022-02-06,,2,6,22,24,25,33
,,,,,,2022-02-07,,2,7,22,6,28,36
,,,,,,2022-02-08,,2,8,22,3,10,14
,,,,,,2022-02-09,,2,9,22,8,16,22
,,,,,,2022-02-10,,2,10,22,8,16,25
,,,,,,2022-02-11,,2,11,22,5,7,16
,,,,,,2022-02-12,,2,12,22,13,25,27
,,,,,,2022-02-13,,2,13,22,4,14,18
,,,,,,2022-02-14,,2,14,22,3,10,20
,,,,,,2022-02-15,,2,15,22,25,27,28
,,,,,,2022-02-16,,2,16,22,1,2,7
,,,,,,2022-02-17,,2,17,22,9,29,33
,,,,,,2022-02-18,,2,18,22,1,3,23
,,,,,,2022-02-19,,2,19,22,5,6,14
,,,,,,2022-02-20,,2,20,22,12,15,24
,,,,,,2022-02-21,,2,21,22,10,19,35
,,,,,,2022-02-22,,2,22,22,7,23,24
,,,,,,2022-02-23,,2,23,22,1,21,22
,,,,,,2022-02-24,,2,24,22,1,2,5
,,,,,,2022-02-25,,2,25,22,9,23,25
,,,,,,2022-02-26,,2,26,22,30,40,44
,,,,,,2022-02-27,,2,27,22,7,8,33
,,,,,,2022-02-28,,2,28,22,3,26,29
,,,,,,2022-03-01,,3,1,22,15,21,30
,,,,,,2022-03-02,,3,2,22,12,20,30
,,,,,,2022-03-03,,3,3,22,5,14,18
,,,,,,2022-03-04,,3,4,22,5,8,30
,,,,,,2022-03-05,,3,5,22,7,10,24
,,,,,,2022-03-06,,3,6,22,15,29,34
,,,,,,2022-03-07,,3,7,22,8,13,19
,,,,,,2022-03-08,,3,8,22,1,8,17
,,,,,,2022-03-09,,3,9,22,6,12,25
,,,,,,2022-03-10,,3,10,22,1,7,18
,,,,,,2022-03-11,,3,11,22,9,22,29
,,,,,,2022-03-12,,3,12,22,3,4,6
,,,,,,2022-03-13,,3,13,22,4,7,9
,,,,,,2022-03-14,,3,14,22,3,10,12
,,,,,,2022-03-15,,3,15,22,25,33,34
,,,,,,2022-03-16,,3,16,22,2,3,6
,,,,,,2022-03-17,,3,17,22,10,26,28
,,,,,,2022-03-18,,3,18,22,1,3,22
,,,,,,2022-03-19,,3,19,22,6,13,16
,,,,,,2022-03-20,,3,20,22,7,8,26
,,,,,,2022-03-21,,3,21,22,8,11,40
,,,,,,2022-03-22,,3,22,22,9,11,26
,,,,,,2022-03-23,,3,23,22,1,3,28
,,,,,,2022-03-24,,3,24,22,11,12,19
,,,,,,2022-03-25,,3,25,22,28,30,32
,,,,,,2022-03-26,,3,26,22,13,23,28
,,,,,,2022-03-27,,3,27,22,1,5,11
,,,,,,2022-03-28,,3,28,22,13,31,34
,,,,,,2022-03-29,,3,29,22,6,15,16
,,,,,,2022-03-30,,3,30,22,5,37,38
,,,,,,2022-03-31,,3,31,22,8,20,36
,,,,,,2022-04-01,,4,1,22,6,16,25
,,,,,,2022-04-02,,4,2,22,19,23,32
,,,,,,2022-04-03,,4,3,22,10,20,21
,,,,,,2022-04-04,,4,4,22,16,18,29
,,,,,,2022-04-05,,4,5,22,1,15,28
,,,,,,2022-04-06,,4,6,22,3,5,10
,,,,,,2022-04-07,,4,7,22,8,24,27
,,,,,,2022-04-08,,4,8,22,6,16,20
,,,,,,2022-04-09,,4,9,22,1,4,10
,,,,,,2022-04-10,,4,10,22,7,8,10
,,,,,,2022-04-11,,4,11,22,1,8,38
,,,,,,2022-04-12,,4,12,22,1,14,15
,,,,,,2022-04-13,,4,13,22,10,26,38
,,,,,,2022-04-14,,4,14,22,5,13,15
,,,,,,2022-04-15,,4,15,22,1,21,22
,,,,,,2022-04-16,,4,16,22,6,27,28
,,,,,,2022-04-17,,4,17,22,4,7,10
,,,,,,2022-04-18,,4,18,22,2,14,28
,,,,,,2022-04-19,,4,19,22,1,26,38
,,,,,,2022-04-20,,4,20,22,11,17,28
,,,,,,2022-04-21,,4,21,22,6,11,12
,,,,,,2022-04-22,,4,22,22,2,5,20
,,,,,,2022-04-23,,4,23,22,2,29,30
,,,,,,2022-04-24,,4,24,22,11,13,28
,,,,,,2022-04-25,,4,25,22,8,18,32
,,,,,,2022-04-26,,4,26,22,2,22,35
,,,,,,2022-04-27,,4,27,22,4,6,13
,,,,,,2022-04-28,,4,28,22,17,19,20
,,,,,,2022-04-29,,4,29,22,8,15,20
,,,,,,2022-04-30,,4,30,22,3,5,7
,,,,,,2022-05-01,,5,1,22,7,8,19
,,,,,,2022-05-02,,5,2,22,2,12,32
,,,,,,2022-05-03,,5,3,22,5,8,11
,,,,,,2022-05-04,,5,4,22,14,20,21
,,,,,,2022-05-05,,5,5,22,10,12,21
,,,,,,2022-05-06,,5,6,22,7,17,23
,,,,,,2022-05-07,,5,7,22,10,23,24
,,,,,,2022-05-08,,5,8,22,18,19,24
,,,,,,2022-05-09,,5,9,22,12,19,30
,,,,,,2022-05-10,,5,10,22,1,13,18
,,,,,,2022-05-11,,5,11,22,2,20,30
,,,,,,2022-05-12,,5,12,22,15,21,23
,,,,,,2022-05-13,,5,13,22,6,9,13
,,,,,,2022-05-14,,5,14,22,4,9,13
,,,,,,2022-05-15,,5,15,22,4,7,13
,,,,,,2022-05-16,,5,16,22,2,10,11
,,,,,,2022-05-17,,5,17,22,5,16,29
,,,,,,2022-05-18,,5,18,22,13,28,36
,,,,,,2022-05-19,,5,19,22,15,16,18
,,,,,,2022-05-20,,5,20,22,3,19,43
,,,,,,2022-05-21,,5,21,22,13,17,31
,,,,,,2022-05-22,,5,22,22,7,11,25
,,,,,,2022-05-23,,5,23,22,1,2,6
,,,,,,2022-05-24,,5,24,22,1,3,26
,,,,,,2022-05-25,,5,25,22,11,12,28
,,,,,,2022-05-26,,5,26,22,24,26,27
,,,,,,2022-05-27,,5,27,22,2,3,17
,,,,,,2022-05-28,,5,28,22,3,21,31
,,,,,,2022-05-29,,5,29,22,6,15,29
,,,,,,2022-05-30,,5,30,22,7,24,32
,,,,,,2022-05-31,,5,31,22,1,6,11
,,,,,,2022-06-01,,6,1,22,11,15,26
,,,,,,2022-06-02,,6,2,22,3,28,32
,,,,,,2022-06-03,,6,3,22,2,30,32
,,,,,,2022-06-04,,6,4,22,3,6,12
,,,,,,2022-06-05,,6,5,22,11,19,21
,,,,,,2022-06-06,,6,6,22,9,21,24
,,,,,,2022-06-07,,6,7,22,4,10,15
,,,,,,2022-06-08,,6,8,22,5,14,16
,,,,,,2022-06-09,,6,9,22,2,12,16
,,,,,,2022-06-10,,6,10,22,12,18,26
,,,,,,2022-06-11,,6,11,22,11,16,31
,,,,,,2022-06-12,,6,12,22,1,16,26
,,,,,,2022-06-13,,6,13,22,9,16,17
,,,,,,2022-06-14,,6,14,22,18,24,25
,,,,,,2022-06-15,,6,15,22,13,17,19
,,,,,,2022-06-16,,6,16,22,6,14,23
,,,,,,2022-06-17,,6,17,22,6,13,21
,,,,,,2022-06-18,,6,18,22,12,15,16
,,,,,,2022-06-19,,6,19,22,2,16,23
,,,,,,2022-06-20,,6,20,22,8,22,27
,,,,,,2022-06-21,,6,21,22,2,19,22
,,,,,,2022-06-22,,6,22,22,20,24,31
,,,,,,2022-06-23,,6,23,22,10,12,20
,,,,,,2022-06-24,,6,24,22,15,18,28
,,,,,,2022-06-25,,6,25,22,9,11,30
,,,,,,2022-06-26,,6,26,22,6,21,24
,,,,,,2022-06-27,,6,27,22,2,12,16
,,,,,,2022-06-28,,6,28,22,1,14,38
,,,,,,2022-06-29,,6,29,22,16,17,20
,,,,,,2022-06-30,,6,30,22,4,16,19
,,,,,,2022-07-01,,7,1,22,13,28,30
,,,,,,2022-07-02,,7,2,22,3,13,16
,,,,,,2022-07-03,,7,3,22,20,23,29
,,,,,,2022-07-04,,7,4,22,5,7,8
,,,,,,2022-07-05,,7,5,22,8,15,23
,,,,,,2022-07-06,,7,6,22,1,6,15
,,,,,,2022-07-07,,7,7,22,2,28,33
,,,,,,2022-07-08,,7,8,22,2,20,25
,,,,,,2022-07-09,,7,9,22,14,21,31
,,,,,,2022-07-10,,7,10,22,1,17,24
,,,,,,2022-07-11,,7,11,22,13,14,20
,,,,,,2022-07-12,,7,12,22,8,14,23
,,,,,,2022-07-13,,7,13,22,2,23,28
,,,,,,2022-07-14,,7,14,22,4,14,16
,,,,,,2022-07-15,,7,15,22,4,5,10
,,,,,,2022-07-16,,7,16,22,13,14,34
,,,,,,2022-07-17,,7,17,22,2,4,18
,,,,,,2022-07-18,,7,18,22,4,9,16
,,,,,,2022-07-19,,7,19,22,2,8,19
,,,,,,2022-07-20,,7,20,22,6,36,38
,,,,,,2022-07-21,,7,21,22,19,24,25
,,,,,,2022-07-22,,7,22,22,3,20,33
,,,,,,2022-07-23,,7,23,22,2,12,16
,,,,,,2022-07-24,,7,24,22,11,27,37
,,,,,,2022-07-25,,7,25,22,3,27,33
,,,,,,2022-07-26,,7,26,22,5,7,16
,,,,,,2022-07-27,,7,27,22,4,16,29
,,,,,,2022-07-28,,7,28,22,5,15,20
,,,,,,2022-07-29,,7,29,22,3,11,15
,,,,,,2022-07-30,,7,30,22,8,24,33
,,,,,,2022-07-31,,7,31,22,1,7,8
,,,,,,2022-08-01,,8,1,22,1,5,14
,,,,,,2022-08-02,,8,2,22,5,20,24
,,,,,,2022-08-03,,8,3,22,1,17,25
,,,,,,2022-08-04,,8,4,22,16,21,26
,,,,,,2022-08-05,,8,5,22,19,27,36
,,,,,,2022-08-06,,8,6,22,10,16,32
,,,,,,2022-08-07,,8,7,22,7,12,31
,,,,,,2022-08-08,,8,8,22,4,21,34
,,,,,,2022-08-09,,8,9,22,21,37,42
,,,,,,2022-08-10,,8,10,22,6,19,21
,,,,,,2022-08-11,,8,11,22,3,8,15
,,,,,,2022-08-12,,8,12,22,15,26,28
,,,,,,2022-08-13,,8,13,22,13,26,34
,,,,,,2022-08-14,,8,14,22,1,3,15
,,,,,,2022-08-15,,8,15,22,1,22,26
,,,,,,2022-08-16,,8,16,22,26,33,41
,,,,,,2022-08-17,,8,17,22,4,7,27
,,,,,,2022-08-18,,8,18,22,7,13,17
,,,,,,2022-08-19,,8,19,22,25,30,40
,,,,,,2022-08-20,,8,20,22,3,38,43
,,,,,,2022-08-21,,8,21,22,17,19,22
,,,,,,2022-08-22,,8,22,22,6,7,15
,,,,,,2022-08-23,,8,23,22,4,5,21
,,,,,,2022-08-24,,8,24,22,23,26,30
,,,,,,2022-08-25,,8,25,22,5,6,9
,,,,,,2022-08-26,,8,26,22,2,8,16
,,,,,,2022-08-27,,8,27,22,1,5,10
,,,,,,2022-08-28,,8,28,22,4,5,35
,,,,,,2022-08-29,,8,29,22,2,6,24
,,,,,,2022-08-30,,8,30,22,8,15,19
,,,,,,2022-08-31,,8,31,22,5,23,26
,,,,,,2022-09-01,,9,1,22,1,10,24
,,,,,,2022-09-02,,9,2,22,1,12,17
,,,,,,2022-09-03,,9,3,22,6,8,14
,,,,,,2022-09-04,,9,4,22,10,11,29
,,,,,,2022-09-05,,9,5,22,5,10,21
,,,,,,2022-09-06,,9,6,22,3,8,39
,,,,,,2022-09-07,,9,7,22,2,27,37
,,,,,,2022-09-08,,9,8,22,4,11,17
,,,,,,2022-09-09,,9,9,22,8,16,23
,,,,,,2022-09-10,,9,10,22,20,23,29
,,,,,,2022-09-11,,9,11,22,3,5,28
,,,,,,2022-09-12,,9,12,22,4,6,16
,,,,,,2022-09-13,,9,13,22,12,15,28
,,,,,,2022-09-14,,9,14,22,4,12,25
,,,,,,2022-09-15,,9,15,22,2,18,27
,,,,,,2022-09-16,,9,16,22,23,33,34
,,,,,,2022-09-17,,9,17,22,11,12,23
,,,,,,2022-09-18,,9,18,22,4,5,8
,,,,,,2022-09-19,,9,19,22,4,6,11
,,,,,,2022-09-20,,9,20,22,5,26,28
,,,,,,2022-09-21,,9,21,22,8,19,25
,,,,,,2022-09-22,,9,22,22,4,10,28
,,,,,,2022-09-23,,9,23,22,10,14,17
,,,,,,2022-09-24,,9,24,22,10,18,23
,,,,,,2022-09-25,,9,25,22,4,5,17
,,,,,,2022-09-26,,9,26,22,5,12,18
,,,,,,2022-09-27,,9,27,22,2,10,38
,,,,,,2022-09-28,,9,28,22,2,4,25
,,,,,,2022-09-29,,9,29,22,3,10,11
,,,,,,2022-09-30,,9,30,22,5,14,23
,,,,,,2022-10-01,,10,1,22,11,24,29
,,,,,,2022-10-02,,10,2,22,1,3,10
,,,,,,2022-10-03,,10,3,22,2,9,27
,,,,,,2022-10-04,,10,4,22,21,25,32
,,,,,,2022-10-05,,10,5,22,1,14,32
,,,,,,2022-10-06,,10,6,22,8,13,17
,,,,,,2022-10-07,,10,7,22,7,9,13
,,,,,,2022-10-08,,10,8,22,6,18,33
,,,,,,2022-10-09,,10,9,22,18,24,25
,,,,,,2022-10-10,,10,10,22,15,16,20
,,,,,,2022-10-11,,10,11,22,11,14,20
,,,,,,2022-10-12,,10,12,22,10,14,15
,,,,,,2022-10-13,,10,13,22,9,17,27
,,,,,,2022-10-14,,10,14,22,8,13,26
,,,,,,2022-10-15,,10,15,22,8,15,25
,,,,,,2022-10-16,,10,16,22,6,14,15
,,,,,,2022-10-17,,10,17,22,12,19,24
,,,,,,2022-10-18,,10,18,22,2,18,28
,,,,,,2022-10-19,,10,19,22,1,6,26
,,,,,,2022-10-20,,10,20,22,3,27,33
,,,,,,2022-10-21,,10,21,22,14,20,27
,,,,,,2022-10-22,,10,22,22,1,10,32
,,,,,,2022-10-23,,10,23,22,33,42,44
,,,,,,2022-10-24,,10,24,22,1,5,9
,,,,,,2022-10-25,,10,25,22,17,30,40
,,,,,,2022-10-26,,10,26,22,18,21,22
,,,,,,2022-10-27,,10,27,22,15,28,29
,,,,,,2022-10-28,,10,28,22,14,18,22
,,,,,,2022-10-29,,10,29,22,11,12,39
,,,,,,2022-10-30,,10,30,22,25,27,28
,,,,,,2022-10-31,,10,31,22,3,13,16
,,,,,,2022-11-01,,11,1,22,1,6,10
,,,,,,2022-11-02,,11,2,22,6,10,16
,,,,,,2022-11-03,,11,3,22,14,19,26
,,,,,,2022-11-04,,11,4,22,7,14,15
,,,,,,2022-11-05,,11,5,22,8,18,20
,,,,,,2022-11-06,,11,6,22,1,7,17
,,,,,,2022-11-07,,11,7,22,11,12,15
,,,,,,2022-11-08,,11,8,22,15,17,33
,,,,,,2022-11-09,,11,9,22,3,5,9
,,,,,,2022-11-10,,11,10,22,12,30,34
,,,,,,2022-11-11,,11,11,22,2,23,29
,,,,,,2022-11-12,,11,12,22,2,12,26
,,,,,,2022-11-13,,11,13,22,20,21,24
,,,,,,2022-11-14,,11,14,22,4,15,19
,,,,,,2022-11-15,,11,15,22,17,28,33
,,,,,,2022-11-16,,11,16,22,1,16,21
,,,,,,2022-11-17,,11,17,22,13,14,22
,,,,,,2022-11-18,,11,18,22,20,24,26
,,,,,,2022-11-19,,11,19,22,1,21,34
,,,,,,2022-11-20,,11,20,22,19,24,35
,,,,,,2022-11-21,,11,21,22,1,2,5
,,,,,,2022-11-22,,11,22,22,8,11,13
,,,,,,2022-11-23,,11,23,22,20,21,24
,,,,,,2022-11-24,,11,24,22,12,15,22
,,,,,,2022-11-25,,11,25,22,1,6,23
,,,,,,2022-11-26,,11,26,22,5,12,18
,,,,,,2022-11-27,,11,27,22,2,25,27
,,,,,,2022-11-28,,11,28,22,17,21,35
,,,,,,2022-11-29,,11,29,22,17,18,26
,,,,,,2022-11-30,,11,30,22,5,6,11
,,,,,,2022-12-01,,12,1,22,4,10,27
,,,,,,2022-12-02,,12,2,22,4,8,20
,,,,,,2022-12-03,,12,3,22,1,7,13
,,,,,,2022-12-04,,12,4,22,4,8,22
,,,,,,2022-12-05,,12,5,22,15,19,20
,,,,,,2022-12-06,,12,6,22,11,16,22
,,,,,,2022-12-07,,12,7,22,2,23,32
,,,,,,2022-12-08,,12,8,22,2,4,14
,,,,,,2022-12-09,,12,9,22,4,23,31
,,,,,,2022-12-10,,12,10,22,2,16,30
,,,,,,2022-12-11,,12,11,22,4,15,28
,,,,,,2022-12-12,,12,12,22,13,15,29
,,,,,,2022-12-13,,12,13,22,4,5,10
,,,,,,2022-12-14,,12,14,22,2,4,6
,,,,,,2022-12-15,,12,15,22,2,10,19
,,,,,,2022-12-16,,12,16,22,1,22,30
,,,,,,2022-12-17,,12,17,22,8,12,36
,,,,,,2022-12-18,,12,18,22,11,19,20
,,,,,,2022-12-19,,12,19,22,10,12,23
,,,,,,2022-12-20,,12,20,22,22,23,26
,,,,,,2022-12-21,,12,21,22,1,5,21
,,,,,,2022-12-22,,12,22,22,8,16,24
,,,,,,2022-12-23,,12,23,22,5,12,30
,,,,,,2022-12-24,,12,24,22,4,7,15
,,,,,,2022-12-25,,12,25,22,9,25,34
,,,,,,2022-12-26,,12,26,22,17,18,22
,,,,,,2022-12-27,,12,27,22,9,19,35
,,,,,,2022-12-28,,12,28,22,7,10,14
,,,,,,2022-12-29,,12,29,22,7,9,11
,,,,,,2022-12-30,,12,30,22,8,13,35
,,,,,,2022-12-31,,12,31,22,2,5,37
,,,,,,2023-01-01,,1,1,23,1,4,7
,,,,,,2023-01-02,,1,2,23,4,12,15
,,,,,,2023-01-03,,1,3,23,14,24,34
,,,,,,2023-01-04,,1,4,23,2,5,11
,,,,,,2023-01-05,,1,5,23,7,15,23
,,,,,,2023-01-06,,1,6,23,7,18,24
,,,,,,2023-01-07,,1,7,23,4,5,13
,,,,,,2023-01-08,,1,8,23,6,18,32
,,,,,,2023-01-09,,1,9,23,3,5,24
,,,,,,2023-01-10,,1,10,23,7,15,29
,,,,,,2023-01-11,,1,11,23,24,39,41
,,,,,,2023-01-12,,1,12,23,3,12,17
,,,,,,2023-01-13,,1,13,23,3,17,21
,,,,,,2023-01-14,,1,14,23,4,7,16
