Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-19 00:00:00-04:00,221.4909534828398,221.51066053182583,218.37552477848288,220.81068420410156,35369500,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,220.29803551351586,220.30790408247202,218.16850062891743,218.44456481933594,34587500,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,219.5487489198099,219.96282261656157,216.91641360532103,217.64596557617188,20157700,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,218.5036891810639,218.7994453423635,216.40373017454624,218.0107421875,20939800,0.0,0.0,0.0
2024-09-25 00:00:00-04:00,217.95337747455227,218.24025571554915,215.2032257457724,215.35162353515625,23242300,0.752,0.0,0.0
2024-09-26 00:00:00-04:00,218.12154359326087,218.7546682306186,216.03420821003925,216.49916076660156,24974700,0.0,0.0,0.0
2024-09-27 00:00:00-04:00,218.48757775978228,220.20889254942063,217.17186247552905,217.96327209472656,23959600,0.0,0.0,0.0
2024-09-30 00:00:00-04:00,217.06301651788152,219.2097048431037,216.23204331357894,218.51722717285156,21938200,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,217.80497648673497,217.97314856966116,213.97655207599394,215.54946899414062,30016000,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,214.65915490760028,216.40024400809034,213.88753467369924,215.25270080566406,14455400,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,213.9073121561177,214.89657042917273,212.76967118005777,213.8083953857422,21353000,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,216.93442449957865,217.61701507421768,214.95590809535295,216.79592895507812,27901500,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,216.2914305517855,216.31121994402756,213.55118087927522,215.09442138671875,14891800,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,215.29227904211862,216.02432049069228,214.3722610148769,215.24281311035156,18118600,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,215.19334570279494,217.25100467215267,214.58989756709445,215.7176513671875,18230700,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,213.58085297449878,214.55033694069422,212.29482930832015,214.52066040039062,24571400,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,214.44151047721581,219.22951668169472,214.3821573986708,218.88327026367188,19950900,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,219.07122384339306,220.71339606671359,218.06217625986235,220.49575805664062,19263300,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,220.1792294871627,223.07774909235278,219.59555561166076,220.67385864257812,25998800,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,222.4742942425175,224.7298019159335,221.97966510194584,224.30442810058594,27656700,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,224.47259302691523,224.52205895836906,222.49407652782622,223.69107055664062,18003600,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,224.22528049693878,224.59130122222535,222.9689182820622,223.2261199951172,20047400,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,223.20634433971523,223.26569741968336,219.1503794665524,219.71426391601562,24243800,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,219.0910211334621,219.4471546996149,217.93359081718617,218.88327026367188,15813900,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,217.66648660608402,218.42821966788512,215.0350560979585,216.88497924804688,23263500,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,218.06218238859128,218.66563050713876,216.1825978068244,217.3598175048828,18381900,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,218.93272983939224,219.58564387420148,216.17270610298192,216.53872680664062,23807800,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,218.41831429407654,220.57490504861988,218.1116466631048,220.0703887939453,19877700,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,218.36886555640007,219.51639362284962,217.60713249820242,219.35812377929688,20282200,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,218.69533485816373,222.0686941155002,218.52714766733317,219.0613555908203,19754800,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,218.8437080563668,219.38780310484714,215.29227461383215,215.42086791992188,24078400,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,217.14218034428507,218.59639114233624,215.99463718074162,216.6277618408203,21222200,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,216.15292833700482,219.3581305117206,215.5000142670822,217.72584533691406,20463700,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,216.98390821418462,221.88073369704497,216.70691710247948,221.82138061523438,26404600,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,234.04859173308125,235.0279627761077,230.24984390327054,234.6718292236328,75554600,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,234.3453823538457,235.92820156555973,232.87138215162307,233.8408660888672,34970300,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,233.39570149164433,235.90842600544315,233.118710377587,235.5621795654297,26597800,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,237.93638132535278,239.78628928883197,237.273580157127,239.10369873046875,29207700,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,237.3824168710615,239.19274618932994,234.0189297562068,234.90927124023438,35314300,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,236.3832511561302,237.303269159823,232.3075120768821,232.58450317382812,25947700,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,233.4154672772391,233.8903069826161,228.72639311001674,229.44854736328125,29272100,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,229.7255576989373,229.79479792880903,225.362925085868,226.02572631835938,37930000,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,226.7577795790213,228.12296080826957,225.6794916983256,226.47088623046875,29368500,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,224.15600691619977,228.34057987719245,223.96804544721044,228.15261840820312,26009400,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,227.75693930765172,228.4494171142578,225.59046116671803,228.4494171142578,24222700,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,229.66618443460382,233.03955847677742,228.62746031874414,231.92169189453125,28679400,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,233.10881699504506,236.67015278752143,232.80214934803132,236.2052001953125,22693100,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,238.89595963789722,242.34846097212534,238.79702778347027,239.79617309570312,33534000,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,238.58929102770577,239.01467991302403,236.85808913709215,238.03530883789062,22581400,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,239.41038195227281,241.07234364983802,237.85725436011487,238.3617706298828,19472800,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,239.76651021405823,240.8645874432581,238.9454240791716,239.27188110351562,16782700,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,239.63792496217624,240.05341161760734,237.43186818671268,239.15318298339844,25274800,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,238.94541934756208,239.5389803064125,236.79873086170193,237.45164489746094,21376700,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,237.69895059740153,239.07401884248648,236.64045221055162,238.30239868164062,19903000,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,237.93639073281906,238.27273490404414,235.18625409537648,235.52259826660156,20227000,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,237.2142117330967,237.31314358879615,235.81936917497825,236.3634490966797,20760900,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,237.96606117298063,238.7871472839625,235.0972033584267,235.1763458251953,16684300,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,235.02796170223684,236.25464728735258,233.38578949027914,234.15740966796875,19946500,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,236.14584756901988,236.71960408041107,234.2860371966051,235.2159423828125,23156900,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,234.6124745583797,235.09720140785276,231.83266147630553,232.1591033935547,21454500,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,231.85244512405825,232.33718708796667,229.3892018070705,230.56642150878906,23972900,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,230.40812807523474,233.09891155284677,229.85414590541146,231.92169189453125,32293500,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,230.85408977651323,231.61808443350344,228.75064048369293,229.26658630371094,33064300,0.694,0.0,0.0
2024-12-18 00:00:00-05:00,230.42747704734538,231.2609175928626,217.21142636971038,219.11643981933594,52267500,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,221.50761516703918,222.6783984303175,217.61821115421841,218.14407348632812,51871700,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,216.89392265193806,222.90662441335593,216.3680602958867,220.18800354003906,53882200,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,220.009402600983,220.6642400265307,217.6678209668227,219.68197631835938,29606800,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,220.28722729591897,221.88466249803636,218.75923789926736,221.6465301513672,13399600,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,220.68410377259923,224.37507195074065,219.7415211503735,223.9186553955078,20024800,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,222.53949253682643,223.68052629440814,218.48141711323626,220.65432739257812,26956000,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,218.94775561550003,220.07885775823658,216.14977247913075,218.95767211914062,25706100,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,220.38642397932463,221.5373742067471,218.43179794920695,219.23548889160156,26208300,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,221.19011614531794,222.61887996234017,217.88611874307963,219.41409301757812,29363000,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,220.3368391580691,223.06537650080014,219.6522219115409,222.67840576171875,24525300,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,223.99801271767086,225.3970117694164,222.3906611244224,222.7677001953125,23541900,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,223.81944526147953,224.75211138113653,219.6522275142277,220.9817657470703,28835200,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,219.17595379872964,220.57495292069132,217.30070513258738,219.97964477539062,26795900,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,216.60618611471753,217.00307337825888,213.6295997668122,215.1377410888672,37379400,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,212.8259061016614,215.8223403474301,212.30004376862348,215.554443359375,28603800,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,217.46937873960937,218.51118692909245,215.52468424962785,218.0051727294922,25447500,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,223.68052546565093,223.81943221113667,221.2595663531568,222.29144287109375,30124700,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,222.40060285808252,223.47217575504774,220.9718541351632,222.7379608154297,21029800,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,225.15889170705333,225.19858800073052,222.91653558469528,223.70037841796875,26754900,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,225.744294189451,228.09579236506306,225.21843185599937,227.99656677246094,26086300,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,227.56002538385854,228.05612309331565,226.05188410799275,226.50828552246094,21307300,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,225.15889831122774,227.56002453902232,224.78187434843647,227.54017639160156,20850700,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,227.03414160418137,228.4331255066952,226.26021532191737,226.9051513671875,19074500,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,224.94062172001327,227.82789877552958,223.45232864697803,224.7322540283203,27461700,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,224.97038439987895,225.7839767333683,223.42254690013112,224.9803009033203,16847400,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,224.91084035960301,226.43882971548211,222.8272391557223,224.46435546875,20280500,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,226.7364976808347,228.25455543590158,225.14897898051754,226.7464141845703,25575100,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,226.96470547632748,228.52245957441266,223.77975147243723,224.71241760253906,35330700,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,219.78118365745664,223.78966129733018,218.94774320787081,222.0830841064453,34023300,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,221.854907520934,225.35735623002464,221.46795190303646,225.15890502929688,17985500,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,226.2800809356033,227.70884473669543,225.11921413214108,227.609619140625,15197300,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,228.71096261696198,228.8994821706003,225.52602377188572,226.865478515625,18809400,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,227.06392322266598,227.4607953265705,223.8194400273105,224.2361602783203,28914400,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,225.59547404447036,225.74431244541012,224.09726436909685,225.2482147216797,14574700,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,223.29358610197437,224.6528890058212,223.0554537468264,223.93850708007812,18215700,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,220.5253390235998,222.72801397153475,220.05900598527214,221.87472534179688,25572800,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,223.28364006902237,224.5734970818079,222.00371469937437,224.37506103515625,21419400,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,225.49624739791557,226.20069763681627,223.84919943982382,224.20639038085938,13574500,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,224.38498196831128,225.8931232040967,223.7499775226701,225.4367218017578,15166500,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,223.65076761820228,225.37717791607656,223.3233413210916,224.6627960205078,16194800,0.0,0.0,0.0
