Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-19 00:00:00-04:00,497.138957763539,498.26249666295723,483.4676364250417,490.18896484375,3517200,0.0,0.0
2024-09-20 00:00:00-04:00,486.84818652015986,490.7059897764303,484.94911201646164,489.9205017089844,3470200,0.0,0.0
2024-09-23 00:00:00-04:00,490.3381422739742,494.8422204016597,488.48876941506046,494.2953796386719,2191300,0.0,0.0
2024-09-24 00:00:00-04:00,489.86086673345784,490.4276124630129,481.648151271494,484.62103271484375,4143700,0.0,0.0
2024-09-25 00:00:00-04:00,481.98621725620774,487.0967904431083,480.773196871752,486.6493835449219,3483200,0.0,0.0
2024-09-26 00:00:00-04:00,488.1905097144448,490.80546577206536,486.20195366672806,488.4589538574219,3073700,0.0,0.0
2024-09-27 00:00:00-04:00,488.22034820648236,493.1619113138088,487.58402603473814,490.8154296875,2177200,0.0,0.0
2024-09-30 00:00:00-04:00,488.96599578841483,492.1576194254082,487.3055383060059,490.97442626953125,2862400,0.0,0.0
2024-10-01 00:00:00-04:00,494.4146728371981,495.1802559502706,490.2883949892927,493.5397033691406,3748100,0.0,0.0
2024-10-02 00:00:00-04:00,490.1193885473054,493.072395353542,486.8780326316302,492.7343444824219,1736500,0.0,0.0
2024-10-03 00:00:00-04:00,492.7144547590106,494.2456513874573,490.17905797562975,492.1377868652344,1382200,0.0,0.0
2024-10-04 00:00:00-04:00,492.72440336645155,496.1944238775075,489.6520879868962,494.8521728515625,1935600,0.0,0.0
2024-10-07 00:00:00-04:00,494.48423376868897,495.67737943198733,487.941898284717,488.4887390136719,1990500,0.0,0.0
2024-10-08 00:00:00-04:00,489.68188482177493,494.6831016398405,488.71743400749403,494.2157897949219,1750100,0.0,0.0
2024-10-09 00:00:00-04:00,496.18711438924583,498.5466814400756,493.4093819853312,497.7502136230469,1707500,0.66,0.0
2024-10-10 00:00:00-04:00,497.79997314806025,498.5168063247254,493.6582737254725,495.82867431640625,1491000,0.0,0.0
2024-10-11 00:00:00-04:00,494.3253188533327,500.70711789424024,494.2854863497852,500.0500183105469,1919900,0.0,0.0
2024-10-14 00:00:00-04:00,502.14076599405325,506.55129677423463,499.84093258695196,504.4306640625,2127000,0.0,0.0
2024-10-15 00:00:00-04:00,503.3952676619081,507.6365333889728,501.78240052155985,504.9981994628906,2885900,0.0,0.0
2024-10-16 00:00:00-04:00,504.1220120420929,513.1322093063109,503.77354600278323,511.80804443359375,2956700,0.0,0.0
2024-10-17 00:00:00-04:00,514.0182563430429,514.7649562765382,509.26925570400044,511.4994201660156,2227400,0.0,0.0
2024-10-18 00:00:00-04:00,512.2759258527623,515.720723215853,510.324589033916,514.0680541992188,2604600,0.0,0.0
